date,followers,location,Tweets,word_count,char_count,avg_word,hastags,numerics,Tweets_clean,ACTIONS,NOUNS
2018-10-20 01:57:03,92,Lima,@elpanfletope @AlanGarciaPeru chancho no come chancho,5,48,8.8,0,0,elpanfletope alangarciaperu chancho come chancho,,elpanfletope
2018-10-20 01:57:10,32,Lince,@exitosape @JulianaOxenford A DONDE DICE ...,3,30,9.333333333333334,0,0,exitosape julianaoxenford dice,dice,exitosape
2018-10-20 01:57:12,195,Brasil,@anajuliachs kkkk 1 mês,4,22,4.75,0,1,anajuliachs kkkk 1 mês,,mês
2018-10-20 01:57:17,228,Chimbote,"Ultima noche de #SemanaDeMayordomia en la @IASDEsperanza, aprendiendo sobre la importancia de ser fiel a Dios con l… https://t.co/gMo19IEnh6",11,105,8.636363636363637,1,0,ultima noche semanademayordomia iasdesperanza aprendiendo importancia ser fiel dios l… httpstcogmo19ienh6,aprendiendo,noche
2018-10-20 01:57:18,123,San Miguel,@fernando_roman1 Jajaja,2,21,10.0,0,0,fernandoroman1 jajaja,,jajaja
2018-10-20 01:57:23,278,Victor Larco Herrera,"Extraño casa, a mamá y también a papá",4,22,4.75,0,0,extraño casa mamá papá,,casa
2018-10-20 01:57:30,13,Lima,"Cooking with fire in Peru today #cookingclass #seerundo #lima #peru #southamerica @ Lima, Peru https://t.co/llmzIMjMUo",14,105,6.571428571428571,5,0,cooking with fire in peru today cookingclass seerundo lima peru southamerica lima peru httpstcollmzimjmuo,"peru, seerundo","cooking, peru, fire"
2018-10-20 01:57:33,274,La victoria,"Con shows y música en vivo, Tecnópolis cierra la temporada 2018 - https://t.co/1IEf6pA3xy https://t.co/OsvLdOmSNY https://t.co/uGbfu5h1wN",10,106,9.7,0,1,show música vivo tecnópolis cierra temporada 2018 httpstco1ief6pa3xy httpstcoosvldomsny httpstcougbfu5h1wn,"cierra, httpstcoosvldomsny","música, temporada"
2018-10-20 01:57:35,366,La Molina,"Maldita perra. Perdón, me alteré 💁🏻‍♀️",5,33,5.8,0,0,maldita perra perdón alteré 💁🏻‍♀️,alteré,"♀, perra"
2018-10-20 01:57:35,269,Piura,@MininterPeru @pcmperu @vizcarrhagan algo!!! Denle seguridad a este valiente fiscal y su familia!,9,78,7.777777777777778,0,0,mininterperu pcmperu vizcarrhagan algo denle seguridad valiente fiscal familia,vizcarrhagan,seguridad
2018-10-20 01:57:42,38316,Ecuador,"🇪🇨🇪🇨QUITO , ECUADOR !!! 🇪🇨🇪🇨
Nos vemos mañana !!! #EslaE https://t.co/cELyNbgGYv",7,60,7.714285714285714,1,0,🇪🇨🇪🇨quito ecuador 🇪🇨🇪🇨 vemos mañana eslae httpstcocelynbggyv,"quito, vemos",🇪
2018-10-20 01:57:47,226,Chiclayo,@Sasha71396634 @ernesto_jx @HNinurta @Gabospeed94 @karla_ugaz @Vero_Mendoza_F A cualquiera q no quiere ver al pais… https://t.co/DXLXpyERfG,12,116,8.75,0,0,sasha71396634 ernestojx hninurta gabospeed94 karlaugaz veromendozaf cualquiera q quiere ver pais… httpstcodxlxpyerfg,quiere,"sasha71396634, ernestojx"
2018-10-20 01:57:52,627,Ecuador,"¡CONOCE! más sobre el proceso de exhumación en el caso Mascarilla. 
#ComprometidosConLaVerdad
#ForensesEC

https://t.co/PNDNvdfmDS",8,97,11.25,2,0,¡conoce proceso exhumación caso mascarilla comprometidosconlaverdad forensesec httpstcopndnvdfmds,conoce,"comprometidosconlaverdad, caso, proceso"
2018-10-20 01:58:02,444,Magdalena Vieja,Mes morado. https://t.co/eeXkp0WRGW,3,28,8.666666666666666,0,0,me morado httpstcoeexkp0wrgw,,
2018-10-20 01:58:07,3285,San Borja,¿? 🤔 https://t.co/WzWCoH03MD,3,22,6.666666666666667,0,0,¿ 🤔 httpstcowzwcoh03md,,
2018-10-20 01:58:08,344,Brasil,@ronaldo_mendes triste fim da Baleia... bora fazer um vidas secas com um final mais feliz para baleia,16,91,4.75,0,0,ronaldomendes triste fim da baleia bora fazer um vidas secas com um final mais feliz baleia,da,"com, baleia, vidas, final"
2018-10-20 01:58:16,558,San isidro,@patriciagamarra 😆😆😆😆,2,20,9.5,0,0,patriciagamarra 😆😆😆😆,,patriciagamarra
2018-10-20 01:58:29,23611,Brasil,"MT @COLRICHARDKEMP
 pt; ""Quinze mulheres disseram aos júris o que aconteceu com elas entre 2004 e 2011 quando tinha… https://t.co/kaG9ow1j5E",16,116,6.3125,0,2,mt colrichardkemp pt quinze mulheres disseram aos júris aconteceu com ela 2004 2011 quando tinha… httpstcokag9ow1j5e,"aconteceu, quando","ela, quinze, mulheres"
2018-10-20 01:58:31,538,Cruzeiro do Sul,Queria morar no Canadá,3,19,5.666666666666667,0,0,queria morar canadá,,queria
2018-10-20 01:58:31,284,Peru,Kerch mourns victims of college massacre as survivors recall horrors of blast &amp; shooting (VIDEO) — RT World News https://t.co/5S7dxLC4J9,20,127,5.4,0,0,kerch mourns victim of college massacre a survivor recall horror of blast amp shooting video — rt world news httpstco5s7dxlc4j9,"mourns, httpstco5s7dxlc4j9","survivor, shooting, recall, college, world"
2018-10-20 01:58:35,64,Lima,@MyPinkWorld25 Estas a 11 días,3,21,6.333333333333333,0,1,mypinkworld25 11 días,,días
2018-10-20 01:58:49,310,Cajamarca,"Y pensar que en el Convento de San Francisco reposan los restos de ""Fray Gómez"", quien fue inmortalizado por Ricard… https://t.co/CTaZk5k9GG",11,96,7.818181818181818,0,0,pensar convento san francisco reposan restos fray gómez inmortalizado ricard… httpstcoctazk5k9gg,"reposan, pensar, gómez",restos
2018-10-20 01:58:55,8891,Peru,"Reaccionando a ❌TE PUSE A PERDER ❌ de @JavierRamirezE y @QueAmara 

🔥🔥🔥https://t.co/sAnBZQYXOx https://t.co/IhVkP5gmmH",9,95,9.666666666666666,0,0,reaccionando ❌te puse perder ❌ javierramireze queamara 🔥🔥🔥httpstcosanbzqyxox httpstcoihvkp5gmmh,"puse, javierramireze","🔥, ❌"
2018-10-20 01:58:58,13,Miraflores,Shopping for our cooking class today #mercado #seerundo #lima #peru #southamerica @ Mercado N#1 de Surquillo https://t.co/eQG5t3Podt,15,116,6.8,5,0,shopping for our cooking class today mercado seerundo lima peru southamerica mercado n1 surquillo httpstcoeqg5t3podt,"peru, seerundo, shopping",httpstcoeqg5t3podt
2018-10-20 01:58:58,3015,Brasil,"GENTE CADÊ A LIVE????????? 

SIGAM ANAPAULARENAULT",5,37,6.6,0,0,gente cadê live sigam anapaularenault,cadê,
2018-10-20 01:59:05,1004,Ayacucho,Motherfucking payasos,2,21,10.0,0,0,motherfucking payasos,,motherfucking
2018-10-20 01:59:08,7418,Lima,Acompañamos a nuestros autores @alvarobisama y Marcelo Mellado en el Festival de la Palabra en @CCULTURALPUCP… https://t.co/715Dv4SE34,9,99,10.11111111111111,0,0,acompañamos autores alvarobisama marcelo mellado festival palabra cculturalpucp… httpstco715dv4se34,acompañamos,"httpstco715dv4se34, marcelo, festival"
2018-10-20 01:59:10,671,Machala,"Esto es increíble y toda la responsabilidad es de la cooperativa, donde están los protocolos de seguridad que deben… https://t.co/ghDF0aodCX",8,89,10.25,0,0,increíble toda responsabilidad cooperativa protocolos seguridad deben… httpstcoghdf0aodcx,,"responsabilidad, httpstcoghdf0aodcx"
2018-10-20 01:59:12,2083,Peru,@sturt0208 @canalN_ @MartinVizcarraC Arrugador como todo #FujiTroll que se escuda en el anonimato y solo hace copy/… https://t.co/5rFm93Gswz,11,104,8.545454545454545,1,0,sturt0208 canaln martinvizcarrac arrugador fujitroll escuda anonimato solo hace copy… httpstco5rfm93gswz,escuda,"canaln, fujitroll"
2018-10-20 01:59:15,814,Pisco,"Me encantan las Revanchas en estos juegos de Tortazos 
Jejejejejeje 😂😂😂
#ElOrigenDelOrigen",7,69,9.0,1,0,encantan revanchas juegos tortazos jejejejejeje 😂😂😂 elorigendelorigen,encantan,
2018-10-20 01:59:16,252,Ecuador,"𝐷í𝑎 2 #𝐷𝑜𝑛𝑄𝑢𝑖𝑗𝑜𝑡𝑒𝑃𝑜𝑟𝐸𝑐𝑢𝑎𝑑𝑜𝑟:
𝐃𝐢𝐬𝐭𝐚𝐧𝐜𝐢𝐚: 62 Km
𝐄𝐥𝐞𝐯𝐚𝐜𝐢𝐨𝐧 𝐠𝐚𝐧𝐚𝐝𝐚: 1.884 m
𝐓𝐢𝐞𝐦𝐩𝐨: 5 horas 58 minutos
𝐑𝐞𝐜𝐨𝐫𝐫𝐢𝐝𝐨: Valla… https://t.co/fK56RoJt2f",18,128,6.166666666666667,1,4,𝐷í𝑎 2 𝐷𝑜𝑛𝑄𝑢𝑖𝑗𝑜𝑡𝑒𝑃𝑜𝑟𝐸𝑐𝑢𝑎𝑑𝑜𝑟 𝐃𝐢𝐬𝐭𝐚𝐧𝐜𝐢𝐚 62 km 𝐄𝐥𝐞𝐯𝐚𝐜𝐢𝐨𝐧 𝐠𝐚𝐧𝐚𝐝𝐚 1884 m 𝐓𝐢𝐞𝐦𝐩𝐨 5 horas 58 minutos 𝐑𝐞𝐜𝐨𝐫𝐫𝐢𝐝𝐨 valla… httpstcofk56rojt2f,,"minutos, 𝐷𝑜𝑛𝑄𝑢𝑖𝑗𝑜𝑡𝑒𝑃𝑜𝑟𝐸𝑐𝑢𝑎𝑑𝑜𝑟, horas"
2018-10-20 01:59:18,9,Peru,"🎗️La prevención es el mejor tratamiento🎗️🙆‍♀️
El cáncer de mama es el tumor maligno más frecuente entre la població… https://t.co/3uuY6Kgkpq",11,104,8.545454545454545,0,0,🎗️la prevención mejor tratamiento🎗️🙆‍♀️ cáncer mama tumor maligno frecuente població… httpstco3uuy6kgkpq,població,"prevención, tratamiento, mama, tumor"
2018-10-20 01:59:22,3015,Brasil,"@tatahcomenta ONDE ESTÁ TENDO A LIVE?????????

SIGAM ANAPAULARENAULT",6,50,7.5,0,0,tatahcomenta onde tendo live sigam anapaularenault,"tendo, anapaularenault",tatahcomenta
2018-10-20 01:59:25,1,Cajamarca,"@Gestionpe Tu peor, Mauricio, has mentido, mientes y mentiras, por eso congresista nunca más",8,66,7.375,0,0,gestionpe peor mauricio mentido mientes mentiras congresista nunca,,"gestionpe, mauricio"
2018-10-20 01:59:34,209,Ate,"@RichardAcunaN Muy tarde su reacción, la sensatez que no la tuvo a tiempo lo hizo cómplice de todo cuanto este… https://t.co/ofkvQnV8j9",10,90,8.1,0,0,richardacunan tarde reacción sensatez tiempo hizo cómplice cuanto este… httpstcoofkvqnv8j9,richardacunan,reacción
2018-10-20 01:59:35,260,Cruzeiro do Sul,"tô levando o tempo necessário p entender que preciso me ouvir em voz alta, perdoar as minhas escolhas mesmo elas se… https://t.co/iIye4YkdLT",19,123,5.526315789473684,0,0,tô levando tempo necessário p entender preciso ouvir em voz alta perdoar a minhas escolhas mesmo ela se… httpstcoiiye4ykdlt,"levando, entender","voz, perdoar, tempo, minhas"
2018-10-20 01:59:36,1421,Ecuador,....sí el devolvió el libro...pero la otra parte no cumplió...con lo que debía....ahi se entiende de que calaña son… https://t.co/9PlGok0Dk4,10,87,7.8,0,0,sí devolvió libropero parte cumpliócon debíaahi entiende calaña son… httpstco9plgok0dk4,"devolvió, entiende",parte
2018-10-20 01:59:36,2469,Peru,Armadura em mãos e pronta pra mais uma batalha!!! Final de semana com Gira no Peru 🇵🇪🦃 #BrasilRugby #RugbyFeminino… https://t.co/jXwlIMpLgD,17,121,6.176470588235294,2,0,armadura em mãos pronta pra mais uma batalha final semana com gira peru 🇵🇪🦃 brasilrugby rugbyfeminino… httpstcojxwlimplgd,,"pra, armadura, batalha, gira"
2018-10-20 01:59:37,245,Miraflores,😍,1,1,1.0,0,0,😍,,
2018-10-20 01:59:38,700,Chile,Que cara de palo Jc Rodríguez... Preguntando porque Álvaro salas es tan califa... El burro hablando de orejas #primerplano @PrimerPlano,14,104,6.5,1,0,cara palo jc rodríguez preguntando álvaro salas tan califa burro hablando orejas primerplano primerplano,"califa, hablando","orejas, rodríguez, cara"
2018-10-20 01:59:51,160,Lima,@Capital967 @Mauriciomulder Qué vergüenza dan estos personajes más conchudos son se olvidan que ellos ayudaron a su… https://t.co/Vfxhlu8luQ,10,100,9.1,0,0,capital967 mauriciomulder vergüenza dan personajes conchudos olvidan ayudaron su… httpstcovfxhlu8luq,"dan, mauriciomulder, ayudaron",personajes
2018-10-20 01:59:55,206,Cusco,Story time: I almost made my mom &amp; I late for our flight so they gave our seats away and when I finally made it  th… https://t.co/6oNV5oYGXI,27,134,4.0,0,0,story time i almost made my mom amp i late for our flight so they gave our seat away and when i finally made it th… httpstco6onv5oygxi,"made, when","made, they, amp"
2018-10-20 02:00:02,3285,San Borja,@MolinariJulia https://t.co/mn08Vq5WRT,2,32,15.5,0,0,molinarijulia httpstcomn08vq5wrt,,
2018-10-20 02:00:02,3015,Brasil,"@malibulox PORQUE PRA MIM NÃO APARECE? 

SIGAM ANAPAULARENAULT",7,51,6.428571428571429,0,0,malibulox pra mim não aparece sigam anapaularenault,aparece,pra
2018-10-20 02:00:03,483,Surquillo,"21:00:02,WS2080
Wind:225°at0.0km/h Gust:0.0km/h,
T:17.6°C/DP:16.6°C,
HeatIndex:17.6°C,
1015.6:Hpa,
PP:0.0mm,
Hum:94%
#Weathercloud",9,102,10.444444444444445,1,0,210002ws2080 wind225°at00kmh gust00kmh t176°cdp166°c heatindex176°c 10156hpa pp00mm hum94 weathercloud,"heatindex176, wind225, t176, gust00",pp00
2018-10-20 02:00:05,434,La Molina,"Tengo sentimientos encontrados al respecto, pero me quedo con 3 cosas:
- Siento que me quité un peso de encima.
- N… https://t.co/KsVDueJ2wL",12,94,6.916666666666667,0,1,sentimientos encontrados respecto quedo 3 cosas siento quité peso encima n… httpstcoksvduej2wl,siento,"peso, sentimientos, cosas"
2018-10-20 02:00:08,813,San isidro,@larepublica_pe @rajuael_andreu,2,27,13.0,0,0,larepublicape rajuaelandreu,larepublicape,
2018-10-20 02:00:11,20,Machala,@emelec_max @FEFecuador Que pueden esperar de todos esos hijoputa. Narradores. Periodista dirigentes de la fef. ARB… https://t.co/jmw10MyaAg,11,105,8.636363636363637,0,0,emelecmax fefecuador pueden esperar hijoputa narradores periodista dirigentes fef arb… httpstcojmw10myaag,esperar,"narradores, emelecmax"
2018-10-20 02:00:13,37,Santiago de Surco,POR VARIOS DÍAS HE OBSERVADO EL SESGO FUJIMORISTA QUE ESTÁ OPTANDO VERONICA LINARES Y MARIO GHIBELLINI EN SU PROGRA… https://t.co/5RA7XvHMfX,12,108,8.083333333333334,0,0,varios días observado sesgo fujimorista optando veronica linares mario ghibellini progra… httpstco5ra7xvhmfx,optando,"días, ghibellini, linares"
2018-10-20 02:00:22,671,Machala,"@ferantchav46 Exacto, si lo haces como amigo no puede leerse como chantaje y si lo quieres hacer como autoridad sim… https://t.co/9peu5RHlni",14,107,6.714285714285714,0,0,ferantchav46 exacto si haces amigo puede leerse chantaje si quieres hacer autoridad sim… httpstco9peu5rhlni,"haces, hacer, ferantchav46",chantaje
2018-10-20 02:00:22,248,Loja,📻HACE POCOS MOMENTOS: 📣 Compartimos la entrevista de @estebansar en @radiozapotillo ratificando nuestro apoyo a la… https://t.co/qSbNKhsTL5,12,112,8.416666666666666,0,0,📻hace pocos momentos 📣 compartimos entrevista estebansar radiozapotillo ratificando apoyo la… httpstcoqsbnkhstl5,"compartimos, estebansar, ratificando","momentos, …"
2018-10-20 02:00:28,145113,Miraflores,Y pensar que tuvieron que ir a juicio para reclamar un derecho básico... https://t.co/6DxPdmWTP2,7,59,7.571428571428571,0,0,pensar ir juicio reclamar derecho básico httpstco6dxpdmwtp2,reclamar,derecho
2018-10-20 02:00:29,46,Los Olivos,Ojalá!!,1,5,5.0,0,0,ojalá,,
2018-10-20 02:00:37,54,Iquitos,"scattered clouds -&gt; clear sky
temperature down 32°C -&gt; 28°C
humidity up 70% -&gt; 88%",15,79,4.333333333333333,0,0,scattered cloud gt clear sky temperature down 32°c gt 28°c humidity up 70 gt 88,"clear, humidity","scattered, °"
2018-10-20 02:00:40,356,Santiago de Surco,"ya las quiero ver mis vidas !! ESTAAAN AHIII???? ME OYEEEEN???? 
#22DíasParaVerACaché https://t.co/xUoNwx441f",8,77,8.75,1,0,quiero ver vidas estaaan ahiii oyeeeen 22díasparaveracaché httpstcoxuonwx441f,"quiero, oyeeeen",vidas
2018-10-20 02:00:44,228,Breña,@ExpresoPeru @YeniVilcatoma2 Ja ja ja dando cobertura a comodona impresentable,9,74,7.333333333333333,0,0,expresoperu yenivilcatoma2 ja ja ja dando cobertura comodona impresentable,dando,comodona
2018-10-20 02:00:46,362,San Juan de Miraflores,Vaya vaya si hasta contratan delincuentes ... 🤔,6,37,5.333333333333333,0,0,vaya vaya si contratan delincuentes 🤔,"vaya, contratan",
2018-10-20 02:00:51,3096,Ecuador,NACI 1-3 UCAT (87'): perdonaba @UCatolicaEC una y otra vez y el tercer gol a su favor llega a través de un autogol… https://t.co/Vx5c4IB24k,14,99,6.142857142857143,0,0,naci 13 ucat 87 perdonaba ucatolicaec vez tercer gol favor llega través autogol… httpstcovx5c4ib24k,"perdonaba, llega",gol
2018-10-20 02:00:54,39845,Trujillo,"#fuerza2011 es ahora una tendencia en Peru

https://t.co/jrJiNgLY8w https://t.co/sjSVWaL68B",6,69,10.666666666666666,1,0,fuerza2011 ahora tendencia peru httpstcojrjingly8w httpstcosjsvwal68b,,tendencia
2018-10-20 02:00:58,627,Ecuador,"¡CONOCE! más sobre el proceso de exhumación en el caso  Mascarilla. 

#ComprometidosConLaVerdad
#ForensesEC

https://t.co/PNDNvdfmDS",8,97,11.25,2,0,¡conoce proceso exhumación caso mascarilla comprometidosconlaverdad forensesec httpstcopndnvdfmds,conoce,"comprometidosconlaverdad, caso, proceso"
2018-10-20 02:00:59,627,Ecuador,@elcomerciocom  @el_telegrafo @teleamazonasec @EcuadorTV @lahoraecuador @ecuavisa @Gamanoticiasec @eluniversocom… https://t.co/oo8b2K6bQR,9,122,12.666666666666666,0,0,elcomerciocom eltelegrafo teleamazonasec ecuadortv lahoraecuador ecuavisa gamanoticiasec eluniversocom… httpstcooo8b2k6bqr,"ecuavisa, ecuadortv",elcomerciocom
2018-10-20 02:00:59,3015,Brasil,"SIGAM ANAPAULARENAULT 

ONDEEEEEEEE ESTÁ A LIVE? https://t.co/PJx5co9WRR",5,57,10.6,0,0,sigam anapaularenault ondeeeeeeee live httpstcopjx5co9wrr,anapaularenault,
2018-10-20 02:01:00,808,Jesús Maria,@KarinaNovoaL @PanoramaPTV La psicología de este fiscal no anda bien. No soporta haber perdido ante la Sala. Y ahor… https://t.co/0HE9KybeVt,12,104,7.75,0,0,karinanovoal panoramaptv psicología fiscal anda bien soporta haber perdido sala ahor… httpstco0he9kybevt,"perdido, anda","ahor, panoramaptv"
2018-10-20 02:01:01,941,Machala,"Estoy haciendo una página web que me está aplicando la del niñito indígena del video: esta página ""va a sacarr la p… https://t.co/Ad689UXWrG",12,90,6.583333333333333,0,0,haciendo página web aplicando niñito indígena video página va sacarr p… httpstcoad689uxwrg,"aplicando, haciendo","va, niñito, httpstcoad689uxwrg, página, video"
2018-10-20 02:01:05,133,Lince,"@VeroLinaresC Ustedes más le conviene hablar mas de hinostroza, y a keiko ni la tocan",8,62,6.875,0,0,verolinaresc ustedes conviene hablar ma hinostroza keiko tocan,"hinostroza, hablar, conviene",
2018-10-20 02:01:09,782,Santiago de Surco,Ahora un poco de @patofu para aliviar el alma ...,4,25,5.5,0,0,ahora patofu aliviar alma,aliviar,
2018-10-20 02:01:09,46,Los Olivos,A reciclar!!,1,8,8.0,0,0,reciclar,reciclar,
2018-10-20 02:01:10,37,Santiago de Surco,YA EL PUEBLO SABE QUIENES SON.,3,15,4.333333333333333,0,0,pueblo sabe son,sabe,
2018-10-20 02:01:15,195,Chiclayo,"Asu,
me escribió un testamento 😦",4,25,5.5,0,0,asu escribió testamento 😦,escribió,
2018-10-20 02:01:18,1906,La Perla,El domingo se decide si va o no Keiko Fujimori a prisión preventiva,8,54,5.875,0,0,domingo decide si va keiko fujimori prisión preventiva,"decide, keiko",prisión
2018-10-20 02:01:20,228,Lima,@SolCn Resulta que España es parte de cortina de humo,6,39,5.666666666666667,0,0,solcn resulta españa parte cortina humo,resulta,parte
2018-10-20 02:01:26,193,Santiago de Surco,@DiegoAlonsog @DylanLopezE96 @recisneros @MiguelA87974638 @OleFernandini Que más demostración que IDL la ONG que de… https://t.co/HhEZ5zMIAu,10,111,10.2,0,0,diegoalonsog dylanlopeze96 recisneros miguela87974638 olefernandini demostración idl ong de… httpstcohhez5zmiau,,"ong, demostración, diegoalonsog"
2018-10-20 02:01:30,1674,Machala,"""Dios es espíritu,y quienes lo adoran deben hacerlo en espíritu y en verdad
Juan 4:24

verdad Espíritu
""Alaba, alma… https://t.co/WRWvIzaVpq",14,107,6.714285714285714,0,0,dios espírituy adoran deben hacerlo espíritu verdad juan 424 verdad espíritu alaba alma… httpstcowrwvizavpq,alaba,"verdad, hacerlo"
2018-10-20 02:01:32,1440,Brazil,eu quero saber onde vende lola cosmetics em são josé do rio preto,13,64,4.0,0,0,eu quero saber onde vende lola cosmetic em são josé do rio preto,onde,"josé, quero"
2018-10-20 02:01:32,520,San Miguel,"Y, por hoy, cerramos con el postre... Realmente excelente un waffle con miel de maple y un milkshake de óreo, senci… https://t.co/wKLvTgNuqA",13,100,6.769230769230769,0,0,y hoy cerramos postre realmente excelente waffle miel maple milkshake óreo senci… httpstcowklvtgnuqa,"httpstcowklvtgnuqa, cerramos","milkshake, waffle"
2018-10-20 02:01:33,297,Huanchaco,"@ThomasSwords I'm very glad YOURE not like that, but your demographic kinda sucks 😀I wouldn't call religion absurdi… https://t.co/uRZb8Dw02h",19,130,5.894736842105263,0,0,thomasswords im very glad youre not like that but your demographic kinda suck 😀i wouldnt call religion absurdi… httpstcourzb8dw02h,"that, like, demographic","httpstcourzb8dw02h, glad"
2018-10-20 02:01:34,1154,Santiago de Surco,Me dijeron que Gareca llevó a la selección a EEUU para estar cerca de él (?),6,41,6.0,0,0,dijeron gareca llevó selección eeuu cerca,"llevó, dijeron",eeuu
2018-10-20 02:01:38,1440,Brazil,!!,1,0,0.0,0,0,,,
2018-10-20 02:01:43,58,Miraflores,Mierda! Lo que se viene!,2,12,5.5,0,0,mierda viene,viene,
2018-10-20 02:01:45,238,Ate,Señor Carhuancho el pueblo honesto del Perú confía en usted. Lo apoyamos en su lucha contra la mafia y la corrupció… https://t.co/aHiAuzd8Lt,12,100,7.416666666666667,0,0,señor carhuancho pueblo honesto perú confía usted apoyamos lucha mafia corrupció… httpstcoahiauzd8lt,"lucha, corrupció, apoyamos, confía","pueblo, señor"
2018-10-20 02:01:46,2469,Miraflores,"É muito gratificante poder vestir a amarelinha pela segunda vez e agora representando meu país fora, subindo os deg… https://t.co/7ktM0k1rAF",17,128,6.588235294117647,0,0,é muito gratificante poder vestir amarelinha pela segunda vez agora representando meu país forum subindo deg… httpstco7ktm0k1raf,"vestir, amarelinha, subindo, representando","país, vez"
2018-10-20 02:01:49,323,Callao,@pitucos_txt https://t.co/Rxq56vbeZZ,2,29,14.0,0,0,pitucostxt httpstcorxq56vbezz,,pitucostxt
2018-10-20 02:01:51,207,Brasil,@JornalOGlobo Grande bosta.,3,25,7.666666666666667,0,0,jornaloglobo grande bosta,,jornaloglobo
2018-10-20 02:01:51,39845,Trujillo,"#22díasparaveracaché es ahora una tendencia en Peru

https://t.co/ihMmwMKE6Y https://t.co/Jm32xtKepU",6,78,12.166666666666666,1,0,22díasparaveracaché ahora tendencia peru httpstcoihmmwmke6y httpstcojm32xtkepu,,tendencia
2018-10-20 02:01:53,114,Independencia,GORDIE,1,6,6.0,0,0,gordie,,gordie
2018-10-20 02:02:01,715,San Juan de Miraflores,Investigacion inmediata  Ministro del Interior,4,41,9.5,0,0,investigacion inmediata ministro interior,,"investigacion, ministro"
2018-10-20 02:02:04,319,Trujillo,Ahsu me parece o en este halloween te vestirás del amor de mi vida? Just saying🤷🏻‍♀️😘,8,58,6.375,0,0,ahsu parece halloween vestirás amor vida just saying🤷🏻‍♀️😘,,"amor, ♀, 🏻‍"
2018-10-20 02:02:02,79,Santiago de Surco,Clarito!!! Clarito!!!,2,15,7.0,0,0,clarito clarito,,clarito
2018-10-20 02:02:06,1440,Brazil,"acho q vo ter que comprar em sp mesmo pq as farmácias que mostram no site deles n existem mais... tipo, mudaram o n… https://t.co/5L5wiIVKWh",21,117,4.619047619047619,0,0,acho q vo ter comprar em sp mesmo pq a farmácias mostram site deles n existem mais tipo mudaram n… httpstco5l5wiivkwh,"comprar, pq, site","tipo, farmácias, acho, n"
2018-10-20 02:02:07,160,Villa Maria del Triunfo,@Capital967 https://t.co/x9bi821Gpl,2,29,14.0,0,0,capital967 httpstcox9bi821gpl,,httpstcox9bi821gpl
2018-10-20 02:02:14,1440,Brazil,e eu tbm to com preguiça de ir lá fuçar,8,34,3.375,0,0,eu tbm to com preguiça ir lá fuçar,"preguiça, ir","tbm, fuçar"
2018-10-20 02:02:17,217,San Miguel,Basta de odio,2,10,4.5,0,0,basta odio,basta,
2018-10-20 02:02:18,270,Los Olivos,Marico esa gente de Élite es toda bella o qué? Q perfección naguevoná,9,56,5.333333333333333,0,0,marico gente élite toda bella qué q perfección naguevoná,élite,gente
2018-10-20 02:02:27,253,Piura,@canalN_ No hay pruebas de quien fue. Cámara de seguridadno no pone a nadie raro o ajeno al edificio. Porqué no lla… https://t.co/yqKUTvgXI5,13,99,6.6923076923076925,0,0,canaln pruebas fue cámara seguridadno pone nadie raro ajeno edificio porqué lla… httpstcoyqkutvgxi5,"seguridadno, pone","lla, canaln, edificio"
2018-10-20 02:02:38,319,Trujillo,@ximena_casanova Apu el roger,3,24,7.333333333333333,0,0,ximenacasanova apu roger,roger,
2018-10-20 02:02:41,49,Cruzeiro do Sul,@DaniloGentili @Haddad_Fernando Kkkkkkkkkkkkk que coisa né? Oxi que Caraí 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,8,73,8.25,0,0,danilogentili haddadfernando kkkkkkkkkkkkk coisa né oxi caraí 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,haddadfernando,
2018-10-20 02:02:44,588,Miraflores,Te apuesto un cau cau que también se irá @dsalaverryv,5,31,5.4,0,0,apuesto cau cau irá dsalaverryv,,
2018-10-20 02:02:56,297,Huanchaco,"@ThomasSwords That's probably fine when you're young but it could all blow up into a tidal wave of nihilism, later",19,108,4.7368421052631575,0,0,thomasswords thats probably fine when youre young but it could all blow up into tidal wave of nihilism later,,"into, wave, blow, could, thomasswords"
2018-10-20 02:03:02,604,Huancayo,"👥👉 Callar es de sabios, guardar cada sílaba, cada sonido de tu preciada voz solo para aquello que bendice y resuena… https://t.co/P1TUasog0Q",15,110,6.4,0,0,👥👉 callar sabios guardar cada sílaba cada sonido preciada voz solo aquello bendice resuena… httpstcop1tuasog0q,"guardar, callar, sílaba",sonido
2018-10-20 02:03:04,228,San Martin de Porres,@chapatucombi Viejo kojudo el cura,4,30,6.75,0,0,chapatucombi viejo kojudo cura,,"chapatucombi, kojudo"
2018-10-20 02:03:05,6,Santa Anita,Tengo unas ganas de dormirme y despertarme en 3 meses csmre,7,42,5.142857142857143,0,1,unas ganas dormirme despertarme 3 me csmre,"despertarme, csmre",ganas
2018-10-20 02:03:13,20,Machala,@eluniversocom CRIA CUERVOS BIEN HECHO POR COJUDOS. LE DIERON DE TRAGAR A ESE PERRO Y ASI PAGA. UN APLAUSO PARA EL… https://t.co/Zl88mXSYUo,14,105,6.571428571428571,0,0,eluniversocom cria cuervos bien hecho cojudos dieron tragar perro asi paga aplauso el… httpstcozl88mxsyuo,"tragar, paga, aplauso, dieron","eluniversocom, cria"
